approx_playtime,song_id,artist,song_name
"2021-11-20 07:06","song-184474","Jeremy Camp","Word Of Life"
"2021-11-20 07:08","song-188555","for KING & COUNTRY","Relate"
"2021-11-20 07:11","song-185005","Michael W. Smith","Mighty To Save"
"2021-11-20 07:17","song-188536","Mike Donehey","All Together"
"2021-11-20 07:20","song-188557","We Are Messengers","Come What May"
"2021-11-20 07:24","song-185700","Brandon Heath","The Light In Me"
"2021-11-20 07:28","song-188507","Anne Wilson","My Jesus"
"2021-11-20 07:32","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-20 07:36","song-187967","Danny Gokey","Love God, Love People"
"2021-11-20 07:39","song-188514","Blanca","Even At My Worst"
"2021-11-20 07:45","song-183335","Chris Tomlin","Home"
"2021-11-20 07:48","song-187086","Rend Collective","Counting Every Blessing"
"2021-11-20 07:52","song-188505","Tasha Layton","Look What You've Done"
"2021-11-20 07:55","song-187755","Elevation Worship","Graves Into Gardens"
"2021-11-20 08:00","song-187308","Lauren Daigle","First"
"2021-11-20 08:04","song-188522","Matthew West","What If"
"2021-11-20 08:07","song-188018","Casting Crowns","Start Right Here"
"2021-11-20 08:11","song-188564","Andrew Ripp","Rejoice"
"2021-11-20 08:16","song-183627","TobyMac","Feel It (feat. Mr. TalkBox)"
"2021-11-20 08:19","song-188539","Crowder","In The house"
"2021-11-20 08:22","song-187202","Hillsong United","So Will I (100 Billion X)"
"2021-11-20 08:27","song-188530","Jeremy Camp","When You Speak"
"2021-11-20 08:30","song-188010","CAIN","Rise Up (Lazarus)"
"2021-11-20 08:37","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-20 08:41","song-186937","Ryan Stevenson","Amadeo (Still My God)"
"2021-11-20 08:45","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-20 08:49","song-186916","Kristian Stanfill","One Thing Remains (feat. Kristian Stanfill)"
"2021-11-20 08:53","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-20 08:56","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-20 09:01","song-188489","Dante Bowe","Joyful"
"2021-11-20 09:03","song-185486","The Afters","Well Done"
"2021-11-20 09:07","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-20 09:10","song-187511","Jordan Feliz","Witness"
"2021-11-20 09:16","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-20 09:20","song-188555","for KING & COUNTRY","Relate"
"2021-11-20 09:23","song-187559","Zach Williams","Old Church Choir"
"2021-11-20 09:26","song-187788","Elevation Worship","RATTLE!"
"2021-11-20 09:29","song-188560","Danny Gokey","Stand In Faith"
"2021-11-20 09:33","song-188130","Jeremy Camp","Out of My Hands"
"2021-11-20 09:37","song-188557","We Are Messengers","Come What May"
"2021-11-20 09:44","song-185631","Phil Wickham","Your Love Awakens Me"
"2021-11-20 09:48","song-187971","NEEDTOBREATHE","Who Am I"
"2021-11-20 09:51","song-188559","TobyMac","Promised Land"
"2021-11-20 09:55","song-188333","Crowder","Good God Almighty"
"2021-11-20 09:58","song-185488","The Afters","I Will Fear No More"
"2021-11-20 10:02","song-187066","One Sonic Society","Great Are You Lord"
"2021-11-20 10:05","song-188514","Blanca","Even At My Worst"
"2021-11-20 10:09","song-188167","Ben Rector","The Thanksgiving Song"
"2021-11-20 10:12","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-20 10:18","song-186546","Josh Wilson","I Refuse"
"2021-11-20 10:22","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-20 10:25","song-187054","for KING & COUNTRY","It's Not Over Yet"
"2021-11-20 10:29","song-188522","Matthew West","What If"
"2021-11-20 10:33","song-188475","Evan Craft","Be Alright (Feat. Danny Gokey & Redimi2)"
"2021-11-20 10:35","song-186589","Matt Maher","Your Grace Is Enough"
"2021-11-20 10:40","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-20 10:47","song-187972","We The Kingdom","God So Loved"
"2021-11-20 10:52","song-188530","Jeremy Camp","When You Speak"
"2021-11-20 10:55","song-184200","Kutless","What Faith Can Do"
"2021-11-20 10:59","song-188492","CAIN","Yes He Can"
"2021-11-20 11:02","song-184117","Big Daddy Weave","I Know"
"2021-11-20 11:06","song-187728","Cochren & Co.","Church (Take Me Back)"
"2021-11-20 11:09","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-20 11:14","song-187105","Unspoken","Start A Fire"
"2021-11-20 11:19","song-188569","Riley Clemmons","For The Good"
"2021-11-20 11:22","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-20 11:25","song-184180","MercyMe","Even If"
"2021-11-20 11:29","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-20 11:33","song-188505","Tasha Layton","Look What You've Done"
"2021-11-20 11:36","song-188027","Matthew West","Truth Be Told"
"2021-11-20 11:40","song-188555","for KING & COUNTRY","Relate"
"2021-11-20 11:47","song-183635","TobyMac","Everything"
"2021-11-20 11:50","song-183993","Hillsong Worship","What A Beautiful Name"
"2021-11-20 11:54","song-188539","Crowder","In The house"
"2021-11-20 11:57","song-188474","Rhett Walker","Gospel Song"
"2021-11-20 12:01","song-187632","Austin French","Born Again"
"2021-11-20 12:04","song-188557","We Are Messengers","Come What May"
"2021-11-20 12:07","song-188003","Josh Baldwin","Evidence"
"2021-11-20 12:11","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-20 12:19","song-185474","The Afters","Light Up The Sky"
"2021-11-20 12:22","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-20 12:26","song-185396","Casting Crowns","Already There"
"2021-11-20 12:29","song-188514","Blanca","Even At My Worst"
"2021-11-20 12:33","song-188026","Phil Wickham","Battle Belongs"
"2021-11-20 12:37","song-187510","Jordan Feliz","Beloved"
"2021-11-20 12:41","song-188560","Danny Gokey","Stand In Faith"
"2021-11-20 12:48","song-187973","Chris Tomlin","Who You Are To Me [feat. Lady A]"
"2021-11-20 12:51","song-188522","Matthew West","What If"
"2021-11-20 12:55","song-183283","Third Day","Trust In Jesus"
"2021-11-20 12:59","song-188507","Anne Wilson","My Jesus"
"2021-11-20 13:03","song-188450","Lauren Daigle","Hold On To Me"
"2021-11-20 13:06","song-184182","MercyMe","Best News Ever"
"2021-11-20 13:09","song-188530","Jeremy Camp","When You Speak"
"2021-11-20 13:12","song-187354","Carrollton","Tell Me"
"2021-11-20 13:17","song-188536","Mike Donehey","All Together"
"2021-11-20 13:20","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-20 13:24","song-183875","Lincoln Brewster","Made New"
"2021-11-20 13:28","song-188495","Phil Wickham","House Of The Lord"
"2021-11-20 13:32","song-188559","TobyMac","Promised Land"
"2021-11-20 13:35","song-187210","Hillsong United","Another In The Fire"
"2021-11-20 13:39","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-20 13:46","song-186933","Ryan Stevenson","No Matter What (feat. Bart Millard)"
"2021-11-20 13:49","song-187551","Tauren Wells","Hills and Valleys"
"2021-11-20 13:53","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-20 13:56","song-188332","Zach Williams","Less Like Me"
"2021-11-20 14:00","song-184111","Big Daddy Weave","Overwhelmed"
"2021-11-20 14:05","song-188555","for KING & COUNTRY","Relate"
"2021-11-20 14:08","song-188416","Michael W. Smith","Waymaker"
"2021-11-20 14:12","song-188564","Andrew Ripp","Rejoice"
"2021-11-20 14:20","song-183813","Steven Curtis Chapman","Love Take Me Over"
"2021-11-20 14:23","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-20 14:27","song-184476","Jeremy Camp","Dead Man Walking"
"2021-11-20 14:30","song-188557","We Are Messengers","Come What May"
"2021-11-20 14:34","song-187987","Colton Dixon","Miracles"
"2021-11-20 14:36","song-185409","Casting Crowns","Love Moved First"
"2021-11-20 14:40","song-188505","Tasha Layton","Look What You've Done"
"2021-11-20 14:45","song-188186","Jordan St. Cyr","Fires"
"2021-11-20 14:49","song-188514","Blanca","Even At My Worst"
"2021-11-20 14:52","song-184172","MercyMe","Greater"
"2021-11-20 14:56","song-188492","CAIN","Yes He Can"
"2021-11-20 14:59","song-187731","Switch","Symphony (feat. Dillon Chase)"
"2021-11-20 15:03","song-188511","CeCe Winans","Believe For It"
"2021-11-20 15:07","song-183315","Chris Tomlin","I Will Follow"
"2021-11-20 15:10","song-188522","Matthew West","What If"
"2021-11-20 15:14","song-185479","The Afters","Every Good Thing"
"2021-11-20 15:19","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-20 15:24","song-188530","Jeremy Camp","When You Speak"
"2021-11-20 15:27","song-186602","Matt Maher","Because He Lives (Amen)"
"2021-11-20 15:30","song-188507","Anne Wilson","My Jesus"
"2021-11-20 15:34","song-188539","Crowder","In The house"
"2021-11-20 15:37","song-187573","Micah Tyler","Amen"
"2021-11-20 15:40","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-20 15:47","song-186789","Sidewalk Prophets","Prodigal"
"2021-11-20 15:51","song-187558","Zach Williams","Chain Breaker"
"2021-11-20 15:54","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-20 15:57","song-187968","Josh Wilson","Revolutionary"
"2021-11-20 16:00","song-187450","Brian & Jenn Johnson","Raise A Hallelujah (feat. Jonathan David Helser, and Melissa Helser)"
"2021-11-20 16:04","song-0","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-20 16:07","song-188025","Andrew Ripp","Jericho"
"2021-11-20 16:11","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-20 16:17","song-185308","Building 429","Fear No More"
"2021-11-20 16:20","song-188560","Danny Gokey","Stand In Faith"
"2021-11-20 16:24","song-186694","Kari Jobe","I Am Not Alone"
"2021-11-20 16:28","song-188555","for KING & COUNTRY","Relate"
"2021-11-20 16:31","song-188326","Jordan Feliz","Next to Me"
"2021-11-20 16:33","song-186515","Tenth Avenue North","By Your Side"
"2021-11-20 16:37","song-188559","TobyMac","Promised Land"
"2021-11-20 16:42","song-188540","NEEDTOBREATHE","I Am Yours"
"2021-11-20 16:46","song-188557","We Are Messengers","Come What May"
"2021-11-20 16:49","song-186749","Jonny Diaz","Breathe"
"2021-11-20 16:53","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-20 16:56","song-187554","Tauren Wells","God's Not Done With You"
"2021-11-20 16:59","song-187294","Crowder","Lift Your Head Weary Sinner (Chains)"
"2021-11-20 17:03","song-187614","Elevation Worship","See A Victory"
"2021-11-20 17:07","song-183333","Chris Tomlin","Jesus"
"2021-11-20 17:11","song-188514","Blanca","Even At My Worst"
"2021-11-20 17:15","song-185465","Mat Kearney","Air I Breathe"
"2021-11-20 17:20","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-20 17:24","song-188522","Matthew West","What If"
"2021-11-20 17:27","song-183879","Lincoln Brewster","No One Like Our God"
"2021-11-20 17:32","song-188495","Phil Wickham","House Of The Lord"
"2021-11-20 17:36","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-20 17:39","song-187563","Zach Williams","There Was Jesus"
"2021-11-20 17:43","song-188530","Jeremy Camp","When You Speak"
"2021-11-20 17:51","song-187404","Danny Gokey","Tell Your Heart To Beat Again"
"2021-11-20 17:54","song-187445","I AM THEY","No Impossible with You"
"2021-11-20 17:58","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-20 18:02","song-186581","Francesca Battistelli","He Knows My Name"
"2021-11-20 18:06","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-20 18:10","song-188010","CAIN","Rise Up (Lazarus)"
"2021-11-20 18:13","song-188569","Riley Clemmons","For The Good"
"2021-11-20 18:22","song-185481","The Afters","Broken Hallelujah"
"2021-11-20 18:26","song-188505","Tasha Layton","Look What You've Done"
"2021-11-20 18:30","song-185211","Matthew West","Strong Enough"
"2021-11-20 18:34","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-20 18:36","song-188454","TobyMac","Help Is On The Way (Maybe Midnight)"
"2021-11-20 18:39","song-187181","Finding Favour","Cast My Cares"
"2021-11-20 18:43","song-188539","Crowder","In The house"
"2021-11-20 18:50","song-187557","Tauren Wells","Famous For (I Believe)"
"2021-11-20 18:54","song-188555","for KING & COUNTRY","Relate"
"2021-11-20 18:57","song-187316","Lauren Daigle","You Say"
"2021-11-20 19:02","song-186937","Ryan Stevenson","Amadeo (Still My God)"
"2021-11-20 19:05","song-185623","Phil Wickham","Safe"
"2021-11-20 19:09","song-188557","We Are Messengers","Come What May"
"2021-11-20 19:12","song-187138","Colton Dixon","More Of You"
"2021-11-20 19:19","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-20 19:23","song-188514","Blanca","Even At My Worst"
"2021-11-20 19:26","song-183339","Chris Tomlin","Nobody Loves Me Like You"
"2021-11-20 19:31","song-187788","Elevation Worship","RATTLE!"
"2021-11-20 19:35","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-20 19:38","song-186610","Matt Maher","Alive & Breathing"
"2021-11-20 19:42","song-188522","Matthew West","What If"
"2021-11-20 19:50","song-184112","Big Daddy Weave","My Story"
"2021-11-20 19:54","song-187730","Cochren & Co.","One Day"
"2021-11-20 19:58","song-188560","Danny Gokey","Stand In Faith"
"2021-11-20 20:01","song-187561","Zach Williams","Survivor"
"2021-11-20 20:05","song-188530","Jeremy Camp","When You Speak"
"2021-11-20 20:08","song-188167","Ben Rector","The Thanksgiving Song"
"2021-11-20 20:10","song-188536","Mike Donehey","All Together"
"2021-11-20 20:17","song-184157","MercyMe","You Reign"
"2021-11-20 20:21","song-188559","TobyMac","Promised Land"
"2021-11-20 20:24","song-185629","Phil Wickham","This Is Amazing Grace"
"2021-11-20 20:28","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-20 20:33","song-187755","Elevation Worship","Graves Into Gardens"
"2021-11-20 20:37","song-187293","Crowder","Come As You Are"
"2021-11-20 20:41","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-20 20:47","song-187967","Danny Gokey","Love God, Love People"
"2021-11-20 20:50","song-0","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-20 20:53","song-187726","Vertical Worship","Yes I Will"
"2021-11-20 20:57","song-188492","CAIN","Yes He Can"
"2021-11-20 21:00","song-188130","Jeremy Camp","Out of My Hands"
"2021-11-20 21:04","song-187572","Micah Tyler","Even Then"
"2021-11-20 21:08","song-188555","for KING & COUNTRY","Relate"
"2021-11-20 21:11","song-184490","Plumb","Need You Now (How Many Times)"
"2021-11-20 21:16","song-188564","Andrew Ripp","Rejoice"
"2021-11-20 21:20","song-186919","Kristian Stanfill","My Heart Is Yours (feat. Kristian Stanfill)"
"2021-11-20 21:24","song-188557","We Are Messengers","Come What May"
"2021-11-20 21:27","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-20 21:31","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-20 21:35","song-188562","Mac Powell","River of Life"
"2021-11-20 21:38","song-188514","Blanca","Even At My Worst"
"2021-11-20 21:45","song-184181","MercyMe","Grace Got You"
"2021-11-20 21:48","song-186589","Matt Maher","Your Grace Is Enough"
"2021-11-20 21:52","song-188505","Tasha Layton","Look What You've Done"
"2021-11-20 21:56","song-188435","Kari Jobe","The Blessing (Feat. Cody Carnes)"
"2021-11-20 22:00","song-184941","Matt Redman","10,000 Reasons"
"2021-11-20 22:05","song-188522","Matthew West","What If"
"2021-11-20 22:08","song-183331","Chris Tomlin","Good Good Father"
"2021-11-20 22:12","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-20 22:20","song-183859","Lincoln Brewster","Everlasting God"
"2021-11-20 22:25","song-188539","Crowder","In The house"
"2021-11-20 22:28","song-187512","Jordan Feliz","Changed"
"2021-11-20 22:31","song-187701","Josh Baldwin","Let The Redeemed"
"2021-11-20 22:34","song-188530","Jeremy Camp","When You Speak"
"2021-11-20 22:37","song-186519","Tenth Avenue North","You Are More"
"2021-11-20 22:41","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-20 22:46","song-188474","Rhett Walker","Gospel Song"
"2021-11-20 22:49","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-20 22:54","song-183635","TobyMac","Everything"
"2021-11-20 22:57","song-186929","Ryan Stevenson","Eye Of The Storm (feat. GabeReal)"
"2021-11-20 23:01","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-20 23:04","song-187562","Zach Williams","Rescue Story"
"2021-11-20 23:08","song-188489","Dante Bowe","Joyful"
"2021-11-20 23:10","song-184715","Aaron Shust","My Hope Is In You"
"2021-11-20 23:15","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-20 23:19","song-188555","for KING & COUNTRY","Relate"
"2021-11-20 23:22","song-185218","Matthew West","Hello, My Name Is"
"2021-11-20 23:25","song-187788","Elevation Worship","RATTLE!"
"2021-11-20 23:29","song-188560","Danny Gokey","Stand In Faith"
"2021-11-20 23:32","song-184477","Jeremy Camp","Keep Me In The Moment"
"2021-11-20 23:36","song-188557","We Are Messengers","Come What May"
"2021-11-20 23:43","song-185475","The Afters","Lift Me Up"
"2021-11-20 23:47","song-187551","Tauren Wells","Hills and Valleys"
"2021-11-20 23:51","song-188559","TobyMac","Promised Land"
"2021-11-20 23:54","song-188018","Casting Crowns","Start Right Here"
"2021-11-20 23:57","song-185488","The Afters","I Will Fear No More"
"2021-11-21 00:01","song-188514","Blanca","Even At My Worst"
"2021-11-21 00:04","song-185700","Brandon Heath","The Light In Me"
"2021-11-21 00:09","song-188333","Crowder","Good God Almighty"
"2021-11-21 00:12","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-21 00:19","song-186888","Chris August","Starry Night"
